연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
603,2,220,선릉,승차,2022-02,132739
604,2,220,선릉,하차,2022-02,117595
605,2,221,역삼,승차,2022-02,89897
606,2,221,역삼,하차,2022-02,90415
607,2,222,강남,승차,2022-02,104544
608,2,222,강남,하차,2022-02,93850
609,2,223,교대(법원.검찰청),승차,2022-02,90841
610,2,223,교대(법원.검찰청),하차,2022-02,100263
611,2,224,서초,승차,2022-02,45600
612,2,224,서초,하차,2022-02,45085
613,2,225,방배,승차,2022-02,45006
614,2,225,방배,하차,2022-02,44135
615,2,226,사당,승차,2022-02,106501
616,2,226,사당,하차,2022-02,102960
617,2,227,낙성대(강감찬),승차,2022-02,62693
618,2,227,낙성대(강감찬),하차,2022-02,64060
619,2,228,서울대입구(관악구청),승차,2022-02,110927
620,2,228,서울대입구(관악구청),하차,2022-02,106580
621,2,229,봉천,승차,2022-02,83867
622,2,229,봉천,하차,2022-02,85414
623,2,230,신림,승차,2022-02,132954
624,2,230,신림,하차,2022-02,136438
625,2,231,신대방,승차,2022-02,74554
626,2,231,신대방,하차,2022-02,76321
627,2,232,구로디지털단지,승차,2022-02,102094
628,2,232,구로디지털단지,하차,2022-02,103042
629,2,233,대림(구로구청),승차,2022-02,71851
630,2,233,대림(구로구청),하차,2022-02,75004
631,2,234,신도림,승차,2022-02,111117
632,2,234,신도림,하차,2022-02,106084
633,2,235,문래,승차,2022-02,45893
634,2,235,문래,하차,2022-02,45660
635,2,236,영등포구청,승차,2022-02,58162
636,2,236,영등포구청,하차,2022-02,56934
637,2,237,당산,승차,2022-02,33757
638,2,237,당산,하차,2022-02,36772
639,2,238,합정,승차,2022-02,38662
640,2,238,합정,하차,2022-02,38325
641,2,239,홍대입구,승차,2022-02,52925
642,2,239,홍대입구,하차,2022-02,50780
643,2,240,신촌,승차,2022-02,69715
644,2,240,신촌,하차,2022-02,68088
645,2,241,이대,승차,2022-02,27585
646,2,241,이대,하차,2022-02,28932
647,2,242,아현,승차,2022-02,38526
648,2,242,아현,하차,2022-02,38688
649,2,243,충정로(경기대입구),승차,2022-02,28325
650,2,243,충정로(경기대입구),하차,2022-02,28289
651,2,244,용답,승차,2022-02,11142
652,2,244,용답,하차,2022-02,10695
653,2,245,신답,승차,2022-02,5920
654,2,245,신답,하차,2022-02,6463
655,2,246,신설동,승차,2022-02,20872
656,2,246,신설동,하차,2022-02,23130
657,2,247,도림천,승차,2022-02,4855
658,2,247,도림천,하차,2022-02,5196
659,2,248,양천구청,승차,2022-02,27956
660,2,248,양천구청,하차,2022-02,28774
661,2,249,신정네거리,승차,2022-02,41689
662,2,249,신정네거리,하차,2022-02,42899
663,2,250,용두(동대문구청),승차,2022-02,13688
664,2,250,용두(동대문구청),하차,2022-02,14878
665,3,309,지축,승차,2022-02,14335
666,3,309,지축,하차,2022-02,13882
667,3,310,구파발,승차,2022-02,69429
668,3,310,구파발,하차,2022-02,66768
669,3,311,연신내,승차,2022-02,156844
670,3,311,연신내,하차,2022-02,153090
671,3,312,불광,승차,2022-02,86382
672,3,312,불광,하차,2022-02,95860
673,3,313,녹번,승차,2022-02,46799
674,3,313,녹번,하차,2022-02,46364
675,3,314,홍제,승차,2022-02,86996
676,3,314,홍제,하차,2022-02,85871
677,3,315,무악재,승차,2022-02,17897
678,3,315,무악재,하차,2022-02,19945
679,3,316,독립문,승차,2022-02,41687
680,3,316,독립문,하차,2022-02,41308
681,3,317,경복궁(정부서울청사),승차,2022-02,46943
682,3,317,경복궁(정부서울청사),하차,2022-02,44932
683,3,318,안국,승차,2022-02,46817
684,3,318,안국,하차,2022-02,47781
685,3,319,종로3가,승차,2022-02,34607
686,3,319,종로3가,하차,2022-02,37659
687,3,320,을지로3가,승차,2022-02,31284
688,3,320,을지로3가,하차,2022-02,29387
689,3,322,동대입구,승차,2022-02,19993
690,3,322,동대입구,하차,2022-02,22347
691,3,323,약수,승차,2022-02,49467
692,3,323,약수,하차,2022-02,47087
693,3,324,금호,승차,2022-02,34518
694,3,324,금호,하차,2022-02,34660
695,3,325,옥수,승차,2022-02,36486
696,3,325,옥수,하차,2022-02,36728
697,3,326,압구정,승차,2022-02,81416
698,3,326,압구정,하차,2022-02,79657
699,3,327,신사,승차,2022-02,46585
700,3,327,신사,하차,2022-02,44467
701,3,328,잠원,승차,2022-02,19079
702,3,328,잠원,하차,2022-02,18485
703,3,329,고속터미널,승차,2022-02,101698
704,3,329,고속터미널,하차,2022-02,96079
705,3,330,교대(법원.검찰청),승차,2022-02,39332
706,3,330,교대(법원.검찰청),하차,2022-02,24564
707,3,331,남부터미널(예술의전당),승차,2022-02,70408
708,3,331,남부터미널(예술의전당),하차,2022-02,71085
709,3,332,양재(서초구청),승차,2022-02,91628
710,3,332,양재(서초구청),하차,2022-02,91164
711,3,333,매봉,승차,2022-02,37700
712,3,333,매봉,하차,2022-02,34949
713,3,334,도곡,승차,2022-02,16073
714,3,334,도곡,하차,2022-02,15049
715,3,335,대치,승차,2022-02,40741
716,3,335,대치,하차,2022-02,38979
717,3,336,학여울,승차,2022-02,11527
718,3,336,학여울,하차,2022-02,11276
719,3,337,대청,승차,2022-02,34773
720,3,337,대청,하차,2022-02,33692
721,3,338,일원,승차,2022-02,37263
722,3,338,일원,하차,2022-02,37721
723,3,339,수서,승차,2022-02,57608
724,3,339,수서,하차,2022-02,57853
725,3,340,가락시장,승차,2022-02,44528
726,3,340,가락시장,하차,2022-02,43446
727,3,341,경찰병원,승차,2022-02,24344
728,3,341,경찰병원,하차,2022-02,25624
729,3,342,오금,승차,2022-02,17289
730,3,342,오금,하차,2022-02,16866
731,4,409,당고개,승차,2022-02,51674
732,4,409,당고개,하차,2022-02,51641
733,4,410,상계,승차,2022-02,67533
734,4,410,상계,하차,2022-02,67409
735,4,411,노원,승차,2022-02,48901
736,4,411,노원,하차,2022-02,48686
737,4,412,창동,승차,2022-02,115672
738,4,412,창동,하차,2022-02,119749
739,4,413,쌍문,승차,2022-02,95537
740,4,413,쌍문,하차,2022-02,94944
741,4,414,수유(강북구청),승차,2022-02,111753
742,4,414,수유(강북구청),하차,2022-02,113011
743,4,415,미아(서울사이버대학),승차,2022-02,64452
744,4,415,미아(서울사이버대학),하차,2022-02,66434
745,4,416,미아사거리,승차,2022-02,105368
746,4,416,미아사거리,하차,2022-02,105172
747,4,417,길음,승차,2022-02,67733
748,4,417,길음,하차,2022-02,68993
749,4,418,성신여대입구(돈암),승차,2022-02,51329
750,4,418,성신여대입구(돈암),하차,2022-02,50419
751,4,419,한성대입구(삼선교),승차,2022-02,45153
752,4,419,한성대입구(삼선교),하차,2022-02,44598
753,4,420,혜화,승차,2022-02,72140
754,4,420,혜화,하차,2022-02,71488
755,4,421,동대문,승차,2022-02,84891
756,4,421,동대문,하차,2022-02,83017
757,4,422,동대문역사문화공원(DDP),승차,2022-02,33431
758,4,422,동대문역사문화공원(DDP),하차,2022-02,29657
759,4,423,충무로,승차,2022-02,66951
760,4,423,충무로,하차,2022-02,66818
761,4,424,명동,승차,2022-02,33308
762,4,424,명동,하차,2022-02,34187
763,4,425,회현(남대문시장),승차,2022-02,99850
764,4,425,회현(남대문시장),하차,2022-02,100132
765,4,426,서울역,승차,2022-02,20581
766,4,426,서울역,하차,2022-02,23722
767,4,427,숙대입구(갈월),승차,2022-02,30117
768,4,427,숙대입구(갈월),하차,2022-02,28315
769,4,428,삼각지,승차,2022-02,13352
770,4,428,삼각지,하차,2022-02,13990
771,4,429,신용산,승차,2022-02,28317
772,4,429,신용산,하차,2022-02,28528
773,4,430,이촌(국립중앙박물관),승차,2022-02,27756
774,4,430,이촌(국립중앙박물관),하차,2022-02,29309
775,4,431,동작(현충원),승차,2022-02,10205
776,4,431,동작(현충원),하차,2022-02,10312
777,4,432,총신대입구(이수),승차,2022-02,92043
778,4,432,총신대입구(이수),하차,2022-02,97254
779,4,433,사당,승차,2022-02,51900
780,4,433,사당,하차,2022-02,51056
781,4,434,남태령,승차,2022-02,5489
782,4,434,남태령,하차,2022-02,5195
783,5,2511,방화,승차,2022-02,30076
784,5,2511,방화,하차,2022-02,29217
785,5,2512,개화산,승차,2022-02,22243
786,5,2512,개화산,하차,2022-02,23217
787,5,2513,김포공항,승차,2022-02,18311
788,5,2513,김포공항,하차,2022-02,20037
789,5,2514,송정,승차,2022-02,30866
790,5,2514,송정,하차,2022-02,30379
791,5,2515,마곡,승차,2022-02,23074
792,5,2515,마곡,하차,2022-02,22601
793,5,2516,발산,승차,2022-02,51846
794,5,2516,발산,하차,2022-02,49990
795,5,2517,우장산,승차,2022-02,53929
796,5,2517,우장산,하차,2022-02,56313
797,5,2518,화곡,승차,2022-02,85849
798,5,2518,화곡,하차,2022-02,82925
799,5,2519,까치산,승차,2022-02,94331
800,5,2519,까치산,하차,2022-02,96004
801,5,2520,신정(은행정),승차,2022-02,37439
802,5,2520,신정(은행정),하차,2022-02,37319
803,5,2521,목동,승차,2022-02,50301
804,5,2521,목동,하차,2022-02,50657
805,5,2522,오목교(목동운동장앞),승차,2022-02,50413
806,5,2522,오목교(목동운동장앞),하차,2022-02,50034
807,5,2523,양평,승차,2022-02,16762
808,5,2523,양평,하차,2022-02,16464
809,5,2524,영등포구청,승차,2022-02,11663
810,5,2524,영등포구청,하차,2022-02,11441
811,5,2525,영등포시장,승차,2022-02,43170
812,5,2525,영등포시장,하차,2022-02,44060
813,5,2526,신길,승차,2022-02,6603
814,5,2526,신길,하차,2022-02,6840
815,5,2527,여의도,승차,2022-02,29038
816,5,2527,여의도,하차,2022-02,26743
817,5,2528,여의나루,승차,2022-02,15219
818,5,2528,여의나루,하차,2022-02,14329
819,5,2529,마포,승차,2022-02,37422
820,5,2529,마포,하차,2022-02,36861
821,5,2530,공덕,승차,2022-02,25555
822,5,2530,공덕,하차,2022-02,24315
823,5,2531,애오개,승차,2022-02,22949
824,5,2531,애오개,하차,2022-02,22639
825,5,2532,충정로(경기대입구),승차,2022-02,8292
826,5,2532,충정로(경기대입구),하차,2022-02,8677
827,5,2533,서대문,승차,2022-02,37933
828,5,2533,서대문,하차,2022-02,35277
829,5,2534,광화문(세종문화회관),승차,2022-02,40842
830,5,2534,광화문(세종문화회관),하차,2022-02,39256
831,5,2535,종로3가,승차,2022-02,56172
832,5,2535,종로3가,하차,2022-02,60324
833,5,2536,을지로4가,승차,2022-02,26971
834,5,2536,을지로4가,하차,2022-02,26389
835,5,2537,동대문역사문화공원(DDP),승차,2022-02,5462
836,5,2537,동대문역사문화공원(DDP),하차,2022-02,6044
837,5,2538,청구,승차,2022-02,15714
838,5,2538,청구,하차,2022-02,12412
839,5,2539,신금호,승차,2022-02,23262
840,5,2539,신금호,하차,2022-02,26545
841,5,2540,행당,승차,2022-02,29837
842,5,2540,행당,하차,2022-02,27487
843,5,2541,왕십리(성동구청),승차,2022-02,13574
844,5,2541,왕십리(성동구청),하차,2022-02,13425
845,5,2542,마장,승차,2022-02,22795
846,5,2542,마장,하차,2022-02,22207
847,5,2543,답십리,승차,2022-02,47666
848,5,2543,답십리,하차,2022-02,46453
849,5,2544,장한평,승차,2022-02,52916
850,5,2544,장한평,하차,2022-02,53982
851,5,2545,군자(능동),승차,2022-02,23564
852,5,2545,군자(능동),하차,2022-02,24226
853,5,2546,아차산(어린이대공원후문),승차,2022-02,61208
854,5,2546,아차산(어린이대공원후문),하차,2022-02,59914
855,5,2547,광나루(장신대),승차,2022-02,44238
856,5,2547,광나루(장신대),하차,2022-02,43471
857,5,2548,천호(풍납토성),승차,2022-02,75530
858,5,2548,천호(풍납토성),하차,2022-02,77585
859,5,2549,강동,승차,2022-02,61640
860,5,2549,강동,하차,2022-02,59906
861,5,2550,길동,승차,2022-02,44060
862,5,2550,길동,하차,2022-02,45931
863,5,2551,굽은다리(강동구민회관앞),승차,2022-02,42445
864,5,2551,굽은다리(강동구민회관앞),하차,2022-02,39296
865,5,2552,명일,승차,2022-02,40477
866,5,2552,명일,하차,2022-02,43371
867,5,2553,고덕,승차,2022-02,39969
868,5,2553,고덕,하차,2022-02,40089
869,5,2554,상일동,승차,2022-02,53984
870,5,2554,상일동,하차,2022-02,52562
871,5,2555,둔촌동,승차,2022-02,38556
872,5,2555,둔촌동,하차,2022-02,39277
873,5,2556,올림픽공원(한국체대),승차,2022-02,22438
874,5,2556,올림픽공원(한국체대),하차,2022-02,20290
875,5,2557,방이,승차,2022-02,28745
876,5,2557,방이,하차,2022-02,28641
877,5,2558,오금,승차,2022-02,12127
878,5,2558,오금,하차,2022-02,11867
879,5,2559,개롱,승차,2022-02,28227
880,5,2559,개롱,하차,2022-02,29699
881,5,2560,거여,승차,2022-02,37121
882,5,2560,거여,하차,2022-02,36369
883,5,2561,마천,승차,2022-02,34212
884,5,2561,마천,하차,2022-02,36101
885,5,2562,강일,승차,2022-02,18508
886,5,2562,강일,하차,2022-02,18424
887,5,2563,미사,승차,2022-02,42138
888,5,2563,미사,하차,2022-02,42280
889,5,2564,하남풍산,승차,2022-02,15382
890,5,2564,하남풍산,하차,2022-02,15374
891,5,2565,하남시청(덕풍·신장),승차,2022-02,36313
892,5,2565,하남시청(덕풍·신장),하차,2022-02,37347
893,5,2566,하남검단산,승차,2022-02,27811
894,5,2566,하남검단산,하차,2022-02,27985
895,6,2611,응암,승차,2022-02,70390
896,6,2611,응암,하차,2022-02,70049
897,6,2612,역촌,승차,2022-02,20107
898,6,2612,역촌,하차,2022-02,20265
899,6,2613,불광,승차,2022-02,24209
900,6,2613,불광,하차,2022-02,19574
901,6,2614,독바위,승차,2022-02,11936
902,6,2614,독바위,하차,2022-02,15232
903,6,2616,구산,승차,2022-02,30671
904,6,2616,구산,하차,2022-02,32936
905,6,2617,새절(신사),승차,2022-02,51562
906,6,2617,새절(신사),하차,2022-02,52438
907,6,2618,증산(명지대앞),승차,2022-02,42575
908,6,2618,증산(명지대앞),하차,2022-02,44042
909,6,2619,디지털미디어시티,승차,2022-02,33039
910,6,2619,디지털미디어시티,하차,2022-02,33471
911,6,2620,월드컵경기장(성산),승차,2022-02,30120
912,6,2620,월드컵경기장(성산),하차,2022-02,29075
913,6,2621,마포구청,승차,2022-02,43438
914,6,2621,마포구청,하차,2022-02,39863
915,6,2622,망원,승차,2022-02,48361
916,6,2622,망원,하차,2022-02,50301
917,6,2623,합정,승차,2022-02,22987
918,6,2623,합정,하차,2022-02,21199
919,6,2624,상수,승차,2022-02,12975
920,6,2624,상수,하차,2022-02,13084
921,6,2625,광흥창(서강),승차,2022-02,27786
922,6,2625,광흥창(서강),하차,2022-02,27867
923,6,2626,대흥(서강대앞),승차,2022-02,26204
924,6,2626,대흥(서강대앞),하차,2022-02,26222
925,6,2627,공덕,승차,2022-02,44594
926,6,2627,공덕,하차,2022-02,41517
927,6,2628,효창공원앞,승차,2022-02,22638
928,6,2628,효창공원앞,하차,2022-02,21696
929,6,2629,삼각지,승차,2022-02,9105
930,6,2629,삼각지,하차,2022-02,7380
931,6,2630,녹사평(용산구청),승차,2022-02,10589
932,6,2630,녹사평(용산구청),하차,2022-02,10447
933,6,2631,이태원,승차,2022-02,18697
934,6,2631,이태원,하차,2022-02,19572
935,6,2632,한강진,승차,2022-02,8755
936,6,2632,한강진,하차,2022-02,8419
937,6,2633,버티고개,승차,2022-02,8104
938,6,2633,버티고개,하차,2022-02,10041
939,6,2634,약수,승차,2022-02,13646
940,6,2634,약수,하차,2022-02,13170
941,6,2635,청구,승차,2022-02,12281
942,6,2635,청구,하차,2022-02,14198
943,6,2636,신당,승차,2022-02,22584
944,6,2636,신당,하차,2022-02,22084
945,6,2637,동묘앞,승차,2022-02,41567
946,6,2637,동묘앞,하차,2022-02,38006
947,6,2638,창신,승차,2022-02,11462
948,6,2638,창신,하차,2022-02,11075
949,6,2639,보문,승차,2022-02,18068
950,6,2639,보문,하차,2022-02,17330
951,6,2640,안암(고대병원앞),승차,2022-02,20353
952,6,2640,안암(고대병원앞),하차,2022-02,19151
953,6,2641,고려대(종암),승차,2022-02,20023
954,6,2641,고려대(종암),하차,2022-02,20736
955,6,2642,월곡(동덕여대),승차,2022-02,41812
956,6,2642,월곡(동덕여대),하차,2022-02,41916
957,6,2643,상월곡(한국과학기술연구원),승차,2022-02,23446
958,6,2643,상월곡(한국과학기술연구원),하차,2022-02,23277
959,6,2644,돌곶이,승차,2022-02,36005
960,6,2644,돌곶이,하차,2022-02,35414
961,6,2645,석계,승차,2022-02,45057
962,6,2645,석계,하차,2022-02,45448
963,6,2646,태릉입구,승차,2022-02,17366
964,6,2646,태릉입구,하차,2022-02,17739
965,6,2647,화랑대(서울여대입구),승차,2022-02,27448
966,6,2647,화랑대(서울여대입구),하차,2022-02,25073
967,6,2648,봉화산(서울의료원),승차,2022-02,28177
968,6,2648,봉화산(서울의료원),하차,2022-02,28222
969,7,2711,장암,승차,2022-02,5382
970,7,2711,장암,하차,2022-02,3956
971,7,2712,도봉산,승차,2022-02,29575
972,7,2712,도봉산,하차,2022-02,42924
973,7,2713,수락산,승차,2022-02,56913
974,7,2713,수락산,하차,2022-02,57883
975,7,2714,마들,승차,2022-02,50545
976,7,2714,마들,하차,2022-02,50868
977,7,2715,노원,승차,2022-02,68387
978,7,2715,노원,하차,2022-02,68741
979,7,2716,중계,승차,2022-02,47058
980,7,2716,중계,하차,2022-02,45834
981,7,2717,하계,승차,2022-02,56458
982,7,2717,하계,하차,2022-02,55496
983,7,2718,공릉(서울과학기술대),승차,2022-02,41843
984,7,2718,공릉(서울과학기술대),하차,2022-02,42306
985,7,2719,태릉입구,승차,2022-02,26289
986,7,2719,태릉입구,하차,2022-02,25222
987,7,2720,먹골,승차,2022-02,38178
988,7,2720,먹골,하차,2022-02,38891
989,7,2721,중화,승차,2022-02,37244
990,7,2721,중화,하차,2022-02,38091
991,7,2722,상봉(시외버스터미널),승차,2022-02,41555
992,7,2722,상봉(시외버스터미널),하차,2022-02,40324
993,7,2723,면목,승차,2022-02,57015
994,7,2723,면목,하차,2022-02,59291
995,7,2724,사가정,승차,2022-02,59734
996,7,2724,사가정,하차,2022-02,60085
997,7,2725,용마산(용마폭포공원),승차,2022-02,20724
998,7,2725,용마산(용마폭포공원),하차,2022-02,22536
999,7,2726,중곡,승차,2022-02,35123
1000,7,2726,중곡,하차,2022-02,36306
1001,7,2727,군자(능동),승차,2022-02,45807
1002,7,2727,군자(능동),하차,2022-02,40597
1003,7,2728,어린이대공원(세종대),승차,2022-02,22814
1004,7,2728,어린이대공원(세종대),하차,2022-02,23274
